iteration,policy,total_demand,delivered_demand,on_time_demand,late_demand,unmet_demand,total_failed_demand,service_rate,on_time_rate,late_rate,unmet_rate,failure_rate,final_simulation_time,dispatch_decisions,routing_decisions,avg_decision_time_seconds,completion_status,,Metric,Rule-based,LLM-assisted,,,,,,Iteration,Rule-based failure rate,LLM-assisted failure rate,,Policy,Mean decision time,Median decision time
35,llm-assisted,58,32,27,5,26,31,0.551724137931035,0.46551724137931,0.0862068965517241,0.448275862068966,0.53448275862069,679.169060046412,8,8,0.23944088125063,time-limit,,,,,,,,,,70,0.620689655172414,0.53448275862069,,,,
36,rule-based,58,36,12,24,22,46,0.620689655172414,0.206896551724138,0.413793103448276,0.379310344827586,0.793103448275862,481.978086657085,9,9,0.000222800000402559,time-limit,,,,,,,,,,71,0.793103448275862,0.551724137931035,,,,
36,llm-assisted,58,32,26,6,26,32,0.551724137931035,0.448275862068966,0.103448275862069,0.448275862068966,0.551724137931035,820.13805885897,9,9,1.0219529666663,time-limit,,,,,,,,,,72,0.793103448275862,0.551724137931035,,,,
37,rule-based,58,39,17,22,19,41,0.672413793103448,0.293103448275862,0.379310344827586,0.327586206896552,0.706896551724138,565.556221293707,10,10,0.000243250002677087,time-limit,,,,,,,,,,73,0.706896551724138,0.793103448275862,,,,
37,llm-assisted,58,17,12,5,41,46,0.293103448275862,0.206896551724138,0.0862068965517241,0.706896551724138,0.793103448275862,520.60424569285,4,4,1.13592074999906,time-limit,,,,,,,,,,74,0.706896551724138,0.793103448275862,,,,
38,rule-based,58,33,17,16,25,41,0.568965517241379,0.293103448275862,0.275862068965517,0.431034482758621,0.706896551724138,506.379413339239,8,8,0.000234656250540866,time-limit,,,,,,,,,,75,0.706896551724138,0.741379310344828,,,,
38,llm-assisted,58,22,15,7,36,43,0.379310344827586,0.258620689655172,0.120689655172414,0.620689655172414,0.741379310344828,492.679912658097,6,6,1.43905484167044,time-limit,,,,,,,,,,76,0.706896551724138,0.741379310344828,,,,
39,rule-based,58,39,12,27,19,46,0.672413793103448,0.206896551724138,0.46551724137931,0.327586206896552,0.793103448275862,574.172374970705,10,10,0.000219420001667459,time-limit,,,,,,,,,,77,0.793103448275862,0.655172413793103,,,,
39,llm-assisted,58,23,20,3,35,38,0.396551724137931,0.344827586206897,0.0517241379310345,0.603448275862069,0.655172413793103,623.53074937053,6,6,1.29168648332658,time-limit,,,,,,,,,,78,0.793103448275862,0.655172413793103,,,,
40,rule-based,58,41,25,16,17,33,0.706896551724138,0.431034482758621,0.275862068965517,0.293103448275862,0.568965517241379,546.133621118333,11,11,0.00021460454180752,time-limit,,,,,,,,,,79,0.568965517241379,0.706896551724138,,,,
40,llm-assisted,58,27,17,10,31,41,0.46551724137931,0.293103448275862,0.172413793103448,0.53448275862069,0.706896551724138,559.889632307648,7,7,0.609973342858471,time-limit,,,,,,,,,,80,0.568965517241379,0.706896551724138,,,,
41,rule-based,58,41,28,13,17,30,0.706896551724138,0.482758620689655,0.224137931034483,0.293103448275862,0.517241379310345,559.255301718112,11,11,0.000209645454147407,time-limit,,,,,,,,,,81,0.517241379310345,0.775862068965517,,,,
41,llm-assisted,58,18,13,5,40,45,0.310344827586207,0.224137931034483,0.0862068965517241,0.689655172413793,0.775862068965517,581.086160720928,6,6,0.697856391663663,time-limit,,,,,,,,,,82,0.517241379310345,0.775862068965517,,,,
42,rule-based,58,33,12,21,25,46,0.568965517241379,0.206896551724138,0.362068965517241,0.431034482758621,0.793103448275862,506.806489360917,8,8,0.000204181249500834,time-limit,,,,,,,,,,83,0.793103448275862,0.741379310344828,,,,
42,llm-assisted,58,18,15,3,40,43,0.310344827586207,0.258620689655172,0.0517241379310345,0.689655172413793,0.741379310344828,545.561351141323,5,5,0.423172159999376,time-limit,,,,,,,,,,84,0.793103448275862,0.741379310344828,,,,
43,rule-based,58,36,17,19,22,41,0.620689655172414,0.293103448275862,0.327586206896552,0.379310344827586,0.706896551724138,496.84275486792,9,9,0.000238261112826876,time-limit,,,,,,,,,,85,0.706896551724138,0.586206896551724,,,,
43,llm-assisted,58,34,24,10,24,34,0.586206896551724,0.413793103448276,0.172413793103448,0.413793103448276,0.586206896551724,519.320951924981,9,9,0.416340844448617,time-limit,,,,,,,,,,86,0.706896551724138,0.586206896551724,,,,
44,rule-based,58,41,17,24,17,41,0.706896551724138,0.293103448275862,0.413793103448276,0.293103448275862,0.706896551724138,493.724511769659,11,11,0.000234054547036067,time-limit,,,,,,,,,,87,0.706896551724138,0.517241379310345,,,,
44,llm-assisted,58,35,28,7,23,30,0.603448275862069,0.482758620689655,0.120689655172414,0.396551724137931,0.517241379310345,548.410167095534,10,10,1.32625610999676,time-limit,,,,,,,,,,88,0.706896551724138,0.517241379310345,,,,
45,rule-based,58,43,25,18,15,33,0.741379310344828,0.431034482758621,0.310344827586207,0.258620689655172,0.568965517241379,540.469272512125,12,12,0.000243537501470807,time-limit,,,,,,,,,,89,0.568965517241379,0.655172413793103,,,,
45,llm-assisted,58,24,20,4,34,38,0.413793103448276,0.344827586206897,0.0689655172413793,0.586206896551724,0.655172413793103,484.61420056325,7,7,0.585629321428964,time-limit,,,,,,,,,,90,0.568965517241379,0.655172413793103,,,,
46,rule-based,58,33,12,21,25,46,0.568965517241379,0.206896551724138,0.362068965517241,0.431034482758621,0.793103448275862,591.123965368733,8,8,0.000232175001656287,time-limit,,,,,,,,,,91,0.793103448275862,0.620689655172414,,,,
46,llm-assisted,58,25,22,3,33,36,0.431034482758621,0.379310344827586,0.0517241379310345,0.568965517241379,0.620689655172414,506.016265541691,8,8,0.931050799998047,time-limit,,,,,,,,,,92,0.793103448275862,0.620689655172414,,,,
47,rule-based,58,43,17,26,15,41,0.741379310344828,0.293103448275862,0.448275862068966,0.258620689655172,0.706896551724138,513.385913201335,12,12,0.000270020832734493,time-limit,,,,,,,,,,93,0.706896551724138,0.879310344827586,,,,
47,llm-assisted,58,11,7,4,47,51,0.189655172413793,0.120689655172414,0.0689655172413793,0.810344827586207,0.879310344827586,500.054456343826,4,4,0.590696724993904,time-limit,,,,,,,,,,94,0.706896551724138,0.879310344827586,,,,
48,rule-based,58,39,17,22,19,41,0.672413793103448,0.293103448275862,0.379310344827586,0.327586206896552,0.706896551724138,514.618215100441,10,10,0.000275650002004113,time-limit,,,,,,,,,,95,0.706896551724138,0.793103448275862,,,,
48,llm-assisted,58,17,12,5,41,46,0.293103448275862,0.206896551724138,0.0862068965517241,0.706896551724138,0.793103448275862,639.389977124003,4,4,595.2897949625,time-limit,,,,,,,,,,96,0.706896551724138,0.793103448275862,,,,
49,rule-based,58,39,17,22,19,41,0.672413793103448,0.293103448275862,0.379310344827586,0.327586206896552,0.706896551724138,514.626065538541,10,10,0.000223740001092665,time-limit,,,,,,,,,,97,0.706896551724138,0.913793103448276,,,,
49,llm-assisted,58,15,5,10,43,53,0.258620689655172,0.0862068965517241,0.172413793103448,0.741379310344828,0.913793103448276,532.797207959865,4,4,0.562985199998366,time-limit,,,,,,,,,,98,0.706896551724138,0.913793103448276,,,,
50,rule-based,58,39,22,17,19,36,0.672413793103448,0.379310344827586,0.293103448275862,0.327586206896552,0.620689655172414,588.298554302203,10,10,0.000217519997386262,time-limit,,,,,,,,,,99,0.620689655172414,0.793103448275862,,,,
50,llm-assisted,58,15,12,3,43,46,0.258620689655172,0.206896551724138,0.0517241379310345,0.741379310344828,0.793103448275862,546.083161334802,4,4,0.532271487492835,time-limit,,,,,,,,,,100,0.620689655172414,0.793103448275862,,,,
51,rule-based,58,36,12,24,22,46,0.620689655172414,0.206896551724138,0.413793103448276,0.379310344827586,0.793103448275862,518.684962030688,9,9,0.000215211110318907,time-limit,,,,,,,,,,,,,,,,
51,llm-assisted,58,17,10,7,41,48,0.293103448275862,0.172413793103448,0.120689655172414,0.706896551724138,0.827586206896552,786.131183356033,5,5,0.846595040001557,time-limit,,,,,,,,,,,,,,,,
52,rule-based,58,36,17,19,22,41,0.620689655172414,0.293103448275862,0.327586206896552,0.379310344827586,0.706896551724138,557.77129644348,9,9,0.000273544448039805,time-limit,,,,,,,,,,,,,,,,
52,llm-assisted,58,27,17,10,31,41,0.46551724137931,0.293103448275862,0.172413793103448,0.53448275862069,0.706896551724138,640.6390418499,6,6,0.564868966668049,time-limit,,,,,,,,,,,,,,,,
53,rule-based,58,39,22,17,19,36,0.672413793103448,0.379310344827586,0.293103448275862,0.327586206896552,0.620689655172414,530.363142586734,10,10,0.000223649998952169,time-limit,,,,,,,,,,,,,,,,
53,llm-assisted,58,32,25,7,26,33,0.551724137931035,0.431034482758621,0.120689655172414,0.448275862068966,0.568965517241379,492.553117869463,9,9,0.494273133333384,time-limit,,,,,,,,,,,,,,,,
54,rule-based,58,41,17,24,17,41,0.706896551724138,0.293103448275862,0.413793103448276,0.293103448275862,0.706896551724138,495.395927061884,11,11,0.00023581363811073,time-limit,,,,,,,,,,,,,,,,
54,llm-assisted,58,20,17,3,38,41,0.344827586206897,0.293103448275862,0.0517241379310345,0.655172413793103,0.706896551724138,579.935658970715,5,5,0.41731936999131,time-limit,,,,,,,,,,,,,,,,
55,rule-based,58,43,28,15,15,30,0.741379310344828,0.482758620689655,0.258620689655172,0.258620689655172,0.517241379310345,491.369125533449,12,12,0.000244337500286444,time-limit,,,,,,,,,,,,,,,,
55,llm-assisted,58,26,24,2,32,34,0.448275862068966,0.413793103448276,0.0344827586206897,0.551724137931035,0.586206896551724,491.719851633414,9,9,1.08764871110583,time-limit,,,,,,,,,,,,,,,,
56,rule-based,58,41,22,19,17,36,0.706896551724138,0.379310344827586,0.327586206896552,0.293103448275862,0.620689655172414,487.453895581907,11,11,0.000250245456382717,time-limit,,,,,,,,,,,,,,,,
56,llm-assisted,58,31,18,13,27,40,0.53448275862069,0.310344827586207,0.224137931034483,0.46551724137931,0.689655172413793,551.555157647035,9,9,1.18488628889059,time-limit,,,,,,,,,,,,,,,,
57,rule-based,58,33,12,21,25,46,0.568965517241379,0.206896551724138,0.362068965517241,0.431034482758621,0.793103448275862,509.69530927306,8,8,0.000219587498577312,time-limit,,,,,,,,,,,,,,,,
57,llm-assisted,58,17,15,2,41,43,0.293103448275862,0.258620689655172,0.0344827586206897,0.706896551724138,0.741379310344828,696.297938605752,5,5,1.14647792999749,time-limit,,,,,,,,,,,,,,,,
58,rule-based,58,39,22,17,19,36,0.672413793103448,0.379310344827586,0.293103448275862,0.327586206896552,0.620689655172414,495.128889316574,10,10,0.000211630000558216,time-limit,,,,,,,,,,,,,,,,
58,llm-assisted,58,18,12,6,40,46,0.310344827586207,0.206896551724138,0.103448275862069,0.689655172413793,0.793103448275862,486.177586988259,5,5,0.442012359993532,time-limit,,,,,,,,,,,,,,,,
59,rule-based,58,41,25,16,17,33,0.706896551724138,0.431034482758621,0.275862068965517,0.293103448275862,0.568965517241379,505.433950030282,11,11,0.000207604546713727,time-limit,,,,,,,,,,,,,,,,
59,llm-assisted,58,22,12,10,36,46,0.379310344827586,0.206896551724138,0.172413793103448,0.620689655172414,0.793103448275862,809.075520536967,6,6,0.340204066664834,time-limit,,,,,,,,,,,,,,,,
60,rule-based,58,39,17,22,19,41,0.672413793103448,0.293103448275862,0.379310344827586,0.327586206896552,0.706896551724138,497.291296183777,10,10,0.000213729999086354,time-limit,,,,,,,,,,,,,,,,
60,llm-assisted,58,27,20,7,31,38,0.46551724137931,0.344827586206897,0.120689655172414,0.53448275862069,0.655172413793103,505.351352700197,8,8,0.999152812499233,time-limit,,,,,,,,,,,,,,,,
61,rule-based,58,39,12,27,19,46,0.672413793103448,0.206896551724138,0.46551724137931,0.327586206896552,0.793103448275862,522.166349818976,10,10,0.000217404997965787,time-limit,,,,,,,,,,,,,,,,
61,llm-assisted,58,30,23,7,28,35,0.517241379310345,0.396551724137931,0.120689655172414,0.482758620689655,0.603448275862069,484.162308011578,8,8,0.917037756247737,time-limit,,,,,,,,,,,,,,,,
62,rule-based,58,39,17,22,19,41,0.672413793103448,0.293103448275862,0.379310344827586,0.327586206896552,0.706896551724138,500.571713590395,10,10,0.00023910000018077,time-limit,,,,,,,,,,,,,,,,
62,llm-assisted,58,27,25,2,31,33,0.46551724137931,0.431034482758621,0.0344827586206897,0.53448275862069,0.568965517241379,516.608877264598,8,8,0.743561281247821,time-limit,,,,,,,,,,,,,,,,
63,rule-based,58,39,12,27,19,46,0.672413793103448,0.206896551724138,0.46551724137931,0.327586206896552,0.793103448275862,545.513824102377,10,10,0.000226704998931382,time-limit,,,,,,,,,,,,,,,,
63,llm-assisted,58,32,27,5,26,31,0.551724137931035,0.46551724137931,0.0862068965517241,0.448275862068966,0.53448275862069,632.993815666225,8,8,0.48351911249847,time-limit,,,,,,,,,,,,,,,,
64,rule-based,58,39,22,17,19,36,0.672413793103448,0.379310344827586,0.293103448275862,0.327586206896552,0.620689655172414,497.385723948599,10,10,0.000221424996561836,time-limit,,,,,,,,,,,,,,,,
64,llm-assisted,58,32,26,6,26,32,0.551724137931035,0.448275862068966,0.103448275862069,0.448275862068966,0.551724137931035,549.02941806877,9,9,0.227946633333987,time-limit,,,,,,,,,,,,,,,,
65,rule-based,58,41,22,19,17,36,0.706896551724138,0.379310344827586,0.327586206896552,0.293103448275862,0.620689655172414,503.240946873931,11,11,0.000246313637365926,time-limit,,,,,,,,,,,,,,,,
65,llm-assisted,58,32,26,6,26,32,0.551724137931035,0.448275862068966,0.103448275862069,0.448275862068966,0.551724137931035,546.624874311491,9,9,0.203673222226725,time-limit,,,,,,,,,,,,,,,,
66,rule-based,58,36,17,19,22,41,0.620689655172414,0.293103448275862,0.327586206896552,0.379310344827586,0.706896551724138,487.432022597192,9,9,0.000223883330666771,time-limit,,,,,,,,,,,,,,,,
66,llm-assisted,58,16,7,9,42,51,0.275862068965517,0.120689655172414,0.155172413793103,0.724137931034483,0.879310344827586,593.160727581558,5,5,0.860547189993667,time-limit,,,,,,,,,,,,,,,,
67,rule-based,58,36,12,24,22,46,0.620689655172414,0.206896551724138,0.413793103448276,0.379310344827586,0.793103448275862,507.604038305586,9,9,0.000211855556699447,time-limit,,,,,,,,,,,,,,,,
67,llm-assisted,58,35,24,11,23,34,0.603448275862069,0.413793103448276,0.189655172413793,0.396551724137931,0.586206896551724,482.778924600854,10,10,0.565607780001301,time-limit,,,,,,,,,,,,,,,,
68,rule-based,58,39,12,27,19,46,0.672413793103448,0.206896551724138,0.46551724137931,0.327586206896552,0.793103448275862,522.46138212226,10,10,0.000231295001867693,time-limit,,,,,,,,,,,,,,,,
68,llm-assisted,58,17,7,10,41,51,0.293103448275862,0.120689655172414,0.172413793103448,0.706896551724138,0.879310344827586,698.73067734118,4,4,1.10335178750393,time-limit,,,,,,,,,,,,,,,,
69,rule-based,58,39,22,17,19,36,0.672413793103448,0.379310344827586,0.293103448275862,0.327586206896552,0.620689655172414,567.428786889708,10,10,0.000231474997417536,time-limit,,,,,,,,,,,,,,,,
69,llm-assisted,58,34,29,5,24,29,0.586206896551724,0.5,0.0862068965517241,0.413793103448276,0.5,656.769492649225,9,9,0.419446855557099,time-limit,,,,,,,,,,,,,,,,
70,rule-based,58,39,12,27,19,46,0.672413793103448,0.206896551724138,0.46551724137931,0.327586206896552,0.793103448275862,715.236700807741,10,10,0.000222295000276063,time-limit,,,,,,,,,,,,,,,,
70,llm-assisted,58,18,15,3,40,43,0.310344827586207,0.258620689655172,0.0517241379310345,0.689655172413793,0.741379310344828,872.32394152315,5,5,0.421201729995664,time-limit,,,,,,,,,,,,,,,,
71,rule-based,58,41,28,13,17,30,0.706896551724138,0.482758620689655,0.224137931034483,0.293103448275862,0.517241379310345,512.996529731319,11,11,0.000261540906980041,time-limit,,,,,,,,,,,,,,,,
71,llm-assisted,58,33,25,8,25,33,0.568965517241379,0.431034482758621,0.137931034482759,0.431034482758621,0.568965517241379,538.540031722842,10,10,0.950805800006492,time-limit,,,,,,,,,,,,,,,,
72,rule-based,58,39,17,22,19,41,0.672413793103448,0.293103448275862,0.379310344827586,0.327586206896552,0.706896551724138,788.644254948601,10,10,0.000223784998524934,time-limit,,,,,,,,,,,,,,,,
72,llm-assisted,58,27,25,2,31,33,0.46551724137931,0.431034482758621,0.0344827586206897,0.53448275862069,0.568965517241379,621.539198139658,8,8,1.00874518125056,time-limit,,,,,,,,,,,,,,,,
73,rule-based,58,36,17,19,22,41,0.620689655172414,0.293103448275862,0.327586206896552,0.379310344827586,0.706896551724138,578.419211370851,9,9,0.000237161109301572,time-limit,,,,,,,,,,,,,,,,
73,llm-assisted,58,34,24,10,24,34,0.586206896551724,0.413793103448276,0.172413793103448,0.413793103448276,0.586206896551724,558.980995983122,9,9,0.423632661116749,time-limit,,,,,,,,,,,,,,,,
74,rule-based,58,36,17,19,22,41,0.620689655172414,0.293103448275862,0.327586206896552,0.379310344827586,0.706896551724138,489.537801375923,9,9,0.00023391111042454,time-limit,,,,,,,,,,,,,,,,
74,llm-assisted,58,26,22,4,32,36,0.448275862068966,0.379310344827586,0.0689655172413793,0.551724137931035,0.620689655172414,513.350234482947,7,7,0.281599735710188,time-limit,,,,,,,,,,,,,,,,
75,rule-based,58,39,22,17,19,36,0.672413793103448,0.379310344827586,0.293103448275862,0.327586206896552,0.620689655172414,493.389061316599,10,10,0.000214130002132151,time-limit,,,,,,,,,,,,,,,,
75,llm-assisted,58,30,26,4,28,32,0.517241379310345,0.448275862068966,0.0689655172413793,0.482758620689655,0.551724137931035,518.007777486604,9,9,0.57185977777893,time-limit,,,,,,,,,,,,,,,,
